"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"Antidiabetic"	"group"
"8622341000033118"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8622541000033113"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8622841000033110"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8623241000033116"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8623341000033114"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8623441000033115"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8839341000033116"	"Glidipion 30mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pioglitazone"	"30.000mg"	NA	"Pioglitazone"	"Other"
"8880741000033117"	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8880841000033110"	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8881041000033112"	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8881241000033116"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.25mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8881341000033114"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8881441000033115"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8881541000033119"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8884241000033118"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8954241000033119"	"Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8959241000033118"	"Alogliptin 6.25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Alogliptin"	"6.250mg"	"06010203"	"Alogliptin"	"DPP-4is"
"8959341000033111"	"Alogliptin 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Alogliptin"	"12.500mg"	"06010203"	"Alogliptin"	"DPP-4is"
"8959441000033117"	"Alogliptin 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Alogliptin"	"25.000mg"	"06010203"	"Alogliptin"	"DPP-4is"
"8959541000033116"	"Vipidia 6.25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Alogliptin"	"6.250mg"	NA	"Alogliptin"	"DPP-4is"
"8959641000033115"	"Vipidia 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Alogliptin"	"12.500mg"	NA	"Alogliptin"	"DPP-4is"
"8959741000033112"	"Vipidia 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Alogliptin"	"25.000mg"	NA	"Alogliptin"	"DPP-4is"
"8959841000033119"	"Alogliptin 12.5mg / Metformin 1g tablets"	"Tablet/ Oral Tablet"	"Oral"	"Alogliptin/Metformin"	"12.500mg + 1.000gram"	"06010203"	"Alogliptin/Metformin"	"DPP-4is, Metformin"
"8959941000033110"	"Vipdomet 12.5mg/1000mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Alogliptin/Metformin"	"12.500mg + 1.000gram"	NA	"Alogliptin/Metformin"	"DPP-4is, Metformin"
"8963741000033119"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8966741000033113"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"9106041000033110"	"Dapagliflozin 5mg / Metformin 1g tablets"	"Tablet/ Oral Tablet"	"Oral"	"Dapagliflozin/Metformin"	"5.000mg + 1.000gram"	"06010203"	"Dapagliflozin/Metformin"	"SGLT-2is, Metformin"
"9106141000033114"	"Dapagliflozin 5mg / Metformin 850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Dapagliflozin/Metformin"	"5.000mg + 850.000mg"	"06010203"	"Dapagliflozin/Metformin"	"SGLT-2is, Metformin"
"9106241000033119"	"Xigduo 5mg/1000mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Dapagliflozin/Metformin"	"5.000mg + 1.000gram"	NA	"Dapagliflozin/Metformin"	"SGLT-2is, Metformin"
"9106341000033112"	"Xigduo 5mg/850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Dapagliflozin/Metformin"	"5.000mg + 850.000mg"	NA	"Dapagliflozin/Metformin"	"SGLT-2is, Metformin"
"9110341000033112"	"Canagliflozin 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Canagliflozin"	"100.000mg"	"06010203"	"Canagliflozin"	"SGLT-2is"
"9110441000033118"	"Canagliflozin 300mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Canagliflozin"	"300.000mg"	"06010203"	"Canagliflozin"	"SGLT-2is"
"9110541000033117"	"Invokana 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Canagliflozin"	"100.000mg"	NA	"Canagliflozin"	"SGLT-2is"
"9110641000033116"	"Invokana 300mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Canagliflozin"	"300.000mg"	NA	"Canagliflozin"	"SGLT-2is"
"9161441000033114"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"9161541000033110"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"9230641000033113"	"Sukkarto SR 500mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"500.000mg"	NA	"Metformin"	"Metformin"
"9230841000033114"	"Sukkarto SR 1000mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"1.000gram"	NA	"Metformin"	"Metformin"
"9336641000033119"	"Empagliflozin 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Empagliflozin"	"10.000mg"	"06010203"	"Empagliflozin"	"SGLT-2is"
"9336841000033118"	"Empagliflozin 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Empagliflozin"	"25.000mg"	"06010203"	"Empagliflozin"	"SGLT-2is"
"9337141000033114"	"Jardiance 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Empagliflozin"	"10.000mg"	NA	"Empagliflozin"	"SGLT-2is"
"9337241000033119"	"Jardiance 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Empagliflozin"	"25.000mg"	NA	"Empagliflozin"	"SGLT-2is"
"9677041000033116"	"Insulin aspart 100units/ml solution for injection 1.6ml cartridges"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"06010101"	"Insulin"	"Insulin"
"9677141000033117"	"NovoRapid PumpCart 100units/ml solution for injection 1.6ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"9707541000033114"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"9707641000033110"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"9707741000033118"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"9707841000033111"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"9851541000033114"	"Canagliflozin 50mg / Metformin 1g tablets"	"Tablet/ Oral Tablet"	"Oral"	"Canagliflozin/Metformin"	"50.000mg + 1.000gram"	"06010203"	"Canagliflozin/Metformin"	"SGLT-2is, Metformin"
"9851641000033110"	"Canagliflozin 50mg / Metformin 850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Canagliflozin/Metformin"	"50.000mg + 850.000mg"	"06010203"	"Canagliflozin/Metformin"	"SGLT-2is, Metformin"
"9851741000033118"	"Vokanamet 50mg/850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Canagliflozin/Metformin"	"50.000mg + 850.000mg"	NA	"Canagliflozin/Metformin"	"SGLT-2is, Metformin"
"9851841000033111"	"Vokanamet 50mg/1000mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Canagliflozin/Metformin"	"50.000mg + 1.000gram"	NA	"Canagliflozin/Metformin"	"SGLT-2is, Metformin"
"10019141000033111"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10021741000033116"	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10021841000033114"	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10021941000033118"	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10042541000033117"	"Exenatide  Prolonged release suspension for injection  2 mg device"	"Solution for injection"	"Intramuscular"	"Exenatide"	NA	NA	"Exenatide"	"GLP-1RAs"
"10042641000033116"	"Bydureon  Prolonged release suspension for injection  2 mg pen"	"Solution for injection"	"Intramuscular"	"Exenatide"	NA	NA	"Exenatide"	"GLP-1RAs"
"10043341000033116"	"Vamju 30mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"30.000mg"	NA	"Gliclazide"	"Sulfonylureas"
"10043441000033110"	"Vamju 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"60.000mg"	NA	"Gliclazide"	"Sulfonylureas"
"10044541000033113"	"Insulin degludec 100units/ml / Liraglutide 3.6mg/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Liraglutide/Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml + 3.600mg/1.000ml"	"06010203"	"Liraglutide/Insulin"	"GLP-1RAs, Insulin"
"10044641000033114"	"Xultophy 100units/ml / 3.6mg/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Liraglutide/Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml + 3.600mg/1.000ml"	NA	"Liraglutide/Insulin"	"GLP-1RAs, Insulin"
"10207841000033118"	"Dulaglutide 0.75mg/0.5ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"1.500mg/1.000ml"	"06010203"	"Dulaglutide"	"GLP-1RAs"
"10207941000033114"	"Dulaglutide 1.5mg/0.5ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"3.000mg/1.000ml"	"06010203"	"Dulaglutide"	"GLP-1RAs"
"10208041000033112"	"Trulicity 0.75mg/0.5ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"1.500mg/1.000ml"	NA	"Dulaglutide"	"GLP-1RAs"
"10208141000033111"	"Trulicity 1.5mg/0.5ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"3.000mg/1.000ml"	NA	"Dulaglutide"	"GLP-1RAs"
"10251341000033112"	"Glidipion 15mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pioglitazone"	"15.000mg"	NA	"Pioglitazone"	"Other"
"10252641000033111"	"Insulin lispro 200units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"200.000unit/1.000ml + 200.000unit/1.000ml"	"06010101"	"Insulin"	"Insulin"
"10252741000033119"	"Humalog KwikPen 200units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"200.000unit/1.000ml + 200.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"10259341000033113"	"NovoPen 5 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10259441000033119"	"NovoPen 5 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10259541000033118"	"JuniorSTAR hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10259641000033117"	"JuniorSTAR hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10259741000033114"	"JuniorSTAR hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10259941000033112"	"Comfort Point  Needles for insulin pens  5 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10260741000033113"	"GlucoRx FinePoint Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10336941000033112"	"Diabiom 15mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pioglitazone"	"15.000mg"	NA	"Pioglitazone"	"Other"
"10337041000033113"	"Diabiom 30mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pioglitazone"	"30.000mg"	NA	"Pioglitazone"	"Other"
"10494241000033110"	"Insulin glargine 300units/ml solution for injection 1.5ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"300.000unit/1.000ml + 300.000unit/1.000ml"	"06010102"	"Insulin"	"Insulin"
"10494441000033111"	"Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"300.000unit/1.000ml + 300.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"10598841000033113"	"Glucient SR 750mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"750.000mg"	NA	"Metformin"	"Metformin"
"10598941000033117"	"Glucient SR 1000mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"1.000gram"	NA	"Metformin"	"Metformin"
"10600641000033118"	"Abasaglar 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"10600741000033110"	"Abasaglar KwikPen 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"10614141000033116"	"Empagliflozin 5mg / Metformin 850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Empagliflozin/Metformin"	"5.000mg + 850.000mg"	"06010203"	"Empagliflozin/Metformin"	"SGLT-2is, Metformin"
"10614241000033111"	"Empagliflozin 5mg / Metformin 1g tablets"	"Tablet/ Oral Tablet"	"Oral"	"Empagliflozin/Metformin"	"5.000mg + 1.000gram"	"06010203"	"Empagliflozin/Metformin"	"SGLT-2is, Metformin"
"10614341000033118"	"Empagliflozin 12.5mg / Metformin 850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Empagliflozin/Metformin"	"12.500mg + 850.000mg"	"06010203"	"Empagliflozin/Metformin"	"SGLT-2is, Metformin"
"10614441000033112"	"Empagliflozin 12.5mg / Metformin 1g tablets"	"Tablet/ Oral Tablet"	"Oral"	"Empagliflozin/Metformin"	"12.500mg + 1.000gram"	"06010203"	"Empagliflozin/Metformin"	"SGLT-2is, Metformin"
"10614541000033113"	"Synjardy 5mg/850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Empagliflozin/Metformin"	"5.000mg + 850.000mg"	NA	"Empagliflozin/Metformin"	"SGLT-2is, Metformin"
"10614641000033114"	"Synjardy 5mg/1000mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Empagliflozin/Metformin"	"5.000mg + 1.000gram"	NA	"Empagliflozin/Metformin"	"SGLT-2is, Metformin"
"10614741000033117"	"Synjardy 12.5mg/850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Empagliflozin/Metformin"	"12.500mg + 850.000mg"	NA	"Empagliflozin/Metformin"	"SGLT-2is, Metformin"
"10614841000033110"	"Synjardy 12.5mg/1000mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Empagliflozin/Metformin"	"12.500mg + 1.000gram"	NA	"Empagliflozin/Metformin"	"SGLT-2is, Metformin"
"10623141000033112"	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10623241000033117"	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10623341000033110"	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10623441000033116"	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10623541000033115"	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10639641000033119"	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10674141000033111"	"Insuman Infusat 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"10674341000033114"	"Insuman Infusat 100units/ml solution for injection 3.15ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"10701641000033116"	"Bilxona 30mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"30.000mg"	NA	"Gliclazide"	"Sulfonylureas"
"10701741000033113"	"Bilxona 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"60.000mg"	NA	"Gliclazide"	"Sulfonylureas"
"10951041000033114"	"Albiglutide 30mg powder and solvent for solution for injection pre-filled disposable devices"	"Powder and solvent for solution for injection"	"Subcutaneous"	"Albiglutide"	"30.000mg"	"06010203"	"Albiglutide"	"GLP-1RAs"
"10951141000033113"	"Albiglutide 50mg powder and solvent for solution for injection pre-filled disposable devices"	"Powder and solvent for solution for injection"	"Subcutaneous"	"Albiglutide"	"50.000mg"	"06010203"	"Albiglutide"	"GLP-1RAs"
"10982741000033111"	"HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10982841000033118"	"HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10982941000033114"	"HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10983041000033116"	"HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10983241000033112"	"HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"10983441000033113"	"HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11075341000033112"	"BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11075441000033118"	"BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11075541000033117"	"BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11078441000033114"	"Carepoint  Needles for insulin pens  4 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11078541000033110"	"Carepoint  Needles for insulin pens  5 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11078641000033111"	"Carepoint  Needles for insulin pens  6 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11078741000033119"	"Carepoint  Needles for insulin pens  8 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11078841000033112"	"Carepoint  Needles for insulin pens  12 mm/29 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11414341000033114"	"Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32.5gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11414441000033115"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32.5gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11536041000033117"	"Mylife Clickfine AutoProtect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11736441000033110"	"Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11736541000033111"	"Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11736641000033112"	"Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11736741000033115"	"Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11736841000033113"	"Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11736941000033117"	"Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11737041000033116"	"Neon Verifine Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11767441000033115"	"PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11767541000033119"	"PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11767641000033118"	"PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11767941000033113"	"PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11768141000033110"	"PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11781341000033117"	"Metformin 1g/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Metformin"	"200.000mg/1.000ml"	"06010202"	"Metformin"	"Metformin"
"11781441000033111"	"Metformin 850mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Metformin"	"170.000mg/1.000ml"	"06010202"	"Metformin"	"Metformin"
"11813541000033114"	"Microdot Verifine Safety  Needles for insulin pens  5 mm/30 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"11814141000033119"	"Neon Verifine Safety hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
