"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"bnftext"	"Antidiabetic"	"group"
"34507"	"Glibenclamide 2.5mg tablets (Wockhardt UK Ltd)"	"Oral tablet"	"Oral"	"Glibenclamide"	"2.5mg"	"Sulphonylureas"	"Glibenclamide"	"Sulfonylureas"
"49738"	"Metformin 1g modified-release tablets (A A H Pharmaceuticals Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"1gram"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"83493"	"Tolbutamide 500mg tablets (Almus Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Tolbutamide"	"500mg"	"Sulphonylureas"	"Tolbutamide"	"Sulfonylureas"
"37427"	"HumaPen Luxura HD hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units (Eli Lilly and Company Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/1-30 units"	"Reusable Pens"	"Insulin"	"Insulin"
"80678"	"Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (CST Pharma Ltd)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"71804"	"AllStar Pro hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units Silver (Sanofi)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Reusable Pens"	"Insulin"	"Insulin"
"16682"	"Tempulin 100unit/ml Injection (Knoll Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"5634"	"Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.36mm/28gauge"	"Insulin Syringe With 12Mm Needle(28G)"	NA	"Insulin"	"1ml"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"20889"	"Actos 30mg tablets (Neon Healthcare Ltd)"	"Oral tablet"	"Oral"	"Pioglitazone"	"30mg"	"Thiazolidinedione (Glitazones)"	"Pioglitazone"	"Other"
"87716"	"Humalog Mix50 Pen 100units/ml suspension for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"19707"	"INSULIN HUMULIN S (NEUTRAL SOLUBLE)"	NA	NA	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"39150"	"Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge"	"Insulin Syringe With 12Mm Needle(29G)"	NA	"Insulin"	"1ml"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"5214"	"Insulin lispro 100units/ml solution for injection 1.5ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Unknown"	"Insulin"	"Insulin"
"55459"	"Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Lixisenatide"	"50microgram/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Lixisenatide"	"GLP-1RAs"
"35454"	"GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (GlucoRx Ltd)"	"Pen Needle"	NA	"Insulin"	"8mm/31gauge"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"75740"	"Ozempic 0.25mg/0.19ml solution for injection 1.5ml pre-filled pens (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.34mg/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Semaglutide"	"GLP-1RAs"
"548"	"Pioglitazone 15mg tablets"	"Oral tablet"	"Oral"	"Pioglitazone"	"15mg"	"Thiazolidinedione (Glitazones)"	"Pioglitazone"	"Other"
"76660"	"Insulin lispro Sanofi 100units/ml solution for injection 3ml cartridges (Sanofi)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"3551"	"Mixtard 20 penfill 100 100iu/ml Penfill (Novo Nordisk Ltd)"	"Penfill"	"Subcutaneous Injection"	"Insulin"	"100iu/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"60386"	"Canagliflozin 300mg tablets"	"Oral tablet"	"Oral"	"Canagliflozin"	"300mg"	"SGLT2 Inhibitors (Gliflozins)"	"Canagliflozin"	"SGLT-2is"
"13622"	"Hypurin porcine neutral 100unit/ml Injection (C P Pharmaceuticals Ltd)"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"	"Insulin"
"1649"	"Human actraphane 100iu/ml Injection (Novo Nordisk Ltd)"	"Injection"	"Intramuscular"	"Insulin"	"100iu/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"22155"	"Humaject m5 100iu/ml M5 pen (Eli Lilly and Company Ltd)"	"M5 Pen"	"Subcutaneous Injection"	"Insulin"	"100iu/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"37874"	"Vildagliptin 50mg / Metformin 850mg tablets"	"Oral tablet"	"Oral"	"Vildagliptin/Metformin"	"50mg + 850mg"	"Gliptins Plus Metformin"	"Vildagliptin/Metformin"	"DPP-4is, Metformin"
"18446"	"Unifine hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.33mm/29gauge (Owen Mumford Ltd)"	"Insulin Syringe With 12Mm Needle(29G)"	NA	"Insulin"	"1ml"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"46927"	"Tolbutamide 500mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Tolbutamide"	"500mg"	"Sulphonylureas"	"Tolbutamide"	"Sulfonylureas"
"10145"	"Humapen luxura insulin pen 3ml/1-60 units Insulin pen 3ml/1-60 units (Eli Lilly and Company Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/1-60 units"	"Diabetic Hypodermic Equipment"	"Insulin"	"Insulin"
"75397"	"Semaglutide 0.25mg/0.19ml solution for injection 1.5ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.34mg/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Semaglutide"	"GLP-1RAs"
"62760"	"Jardiance 10mg tablets (Boehringer Ingelheim Ltd)"	"Oral tablet"	"Oral"	"Empagliflozin"	"10mg"	"SGLT2 Inhibitors (Gliflozins)"	"Empagliflozin"	"SGLT-2is"
"52221"	"Diagemet XL 500mg tablets (Genus Pharmaceuticals Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"35144"	"Byetta 5micrograms/0.02ml solution for injection 1.2ml pre-filled pens (AstraZeneca UK Ltd)"	"Solution for injection"	"Subcutaneous"	"Exenatide"	"250microgram/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Exenatide"	"GLP-1RAs"
"22823"	"INSULIN ISOPHANE (PURIFIED) 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"10277"	"Humulin M3 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"61311"	"Glimepiride 4mg tablets (Sigma Pharmaceuticals Plc)"	"Oral tablet"	"Oral"	"Glimepiride"	"4mg"	"Sulphonylureas"	"Glimepiride"	"Sulfonylureas"
"60028"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector-Snap On"	"Insulin"	"Insulin"
"18593"	"Humalog Mix50 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"7757"	"INSULIN NEULENTE (ZINC SUSP)(PURIFIED) 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"7166"	"Glucophage 500mg tablets (Merck Serono Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"5892"	"NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"5267"	"BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm needle 0.3mm/30gauge (Becton, Dickinson UK Ltd)"	"Insulin Syringe With 8Mm Needle(30G)"	NA	"Insulin"	"0.5ml"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"7349"	"Actrapid 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd)"	"Solution for injection"	"Intravenous/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"40110"	"Glucophage 500mg oral powder sachets (Merck Serono Ltd)"	"Powder for oral solution"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"14506"	"INSULIN BOVINE PROTAMINE ZINC 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"10242"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Hypodermic Needle"	NA	"Insulin"	"6mm/31gauge"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"80987"	"Exenatide 2mg/0.85ml prolonged-release suspension for injection pre-filled disposable devices"	"Prolonged-release suspension for injection"	"Subcutaneous"	"Exenatide"	"2.353mg/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Exenatide"	"GLP-1RAs"
"68214"	"Metformin 500mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Oral solution"	"Oral"	"Metformin"	"100mg/1ml"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"9865"	"Repaglinide 500microgram tablets"	"Oral tablet"	"Oral"	"Repaglinide"	"500microgram"	"Meglitinides (Glinides)"	"Repaglinide"	"Other"
"40007"	"Glucophage 1000mg oral powder sachets (Merck Serono Ltd)"	"Powder for oral solution"	"Oral"	"Metformin"	"1gram"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"91611"	"Metformin 500mg tablets (Sandoz Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"66098"	"JuniorSTAR hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units Silver (Sanofi)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Reusable Pens"	"Insulin"	"Insulin"
"44810"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge"	"Hypodermic Needle"	NA	"Insulin"	"5mm/32 gauge"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"21564"	"Gliclazide 80mg tablets (Wockhardt UK Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"9707"	"Repaglinide 1mg tablets"	"Oral tablet"	"Oral"	"Repaglinide"	"1mg"	"Meglitinides (Glinides)"	"Repaglinide"	"Other"
"43833"	"ClikSTAR hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units Blue (Sanofi)"	"Insulin Pen"	NA	"Insulin"	"3ml/1-80 units"	"Reusable Pens"	"Insulin"	"Insulin"
"15232"	"Avandia 8mg tablets (GlaxoSmithKline UK Ltd)"	"Oral tablet"	"Oral"	"Rosiglitazone"	"8mg"	"Unknown"	"Rosiglitazone"	"Other"
"17343"	"Gliclazide 80mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"66150"	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (A. Menarini Diagnostics Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"74680"	"NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (DE Pharmaceuticals)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"22058"	"Pur-in mix 15/85 Injection (C P Pharmaceuticals Ltd)"	"Injection"	"Intramuscular"	"Insulin"	NA	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"11601"	"Rosiglitazone 2mg / Metformin 500mg tablets"	"Oral tablet"	"Oral"	"Metformin/Rosiglitazone"	"2mg + 500mg"	"Glitazones Plus Metformin"	"Metformin/Rosiglitazone"	"Metformin, Other"
"91178"	"Metformin 850mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"850mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"55910"	"Tresiba Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"57457"	"Metformin 500mg tablets (Milpharm Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"71395"	"Humalog Mix25 100units/ml suspension for injection 3ml cartridges (Sigma Pharmaceuticals Plc)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"90199"	"Tirzepatide 7.5mg/0.6ml solution for injection 2.4ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"12.5mg/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)/Dual GIP And GLP-1 Receptor Agonists"	"Tirzepatide"	"GLP-1RAs"
"14938"	"Insulin soluble bovine cartridge 100unit/ml Solution for injection"	"Solution For Injection"	"Subcutaneous Injection"	"Insulin"	"100unit/ml"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"	"Insulin"
"2459"	"Pork Mixtard 30 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous/Intramuscular"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"68934"	"Diabiom 30mg tablets (Tillomed Laboratories Ltd)"	"Oral tablet"	"Oral"	"Pioglitazone"	"30mg"	"Thiazolidinedione (Glitazones)"	"Pioglitazone"	"Other"
"39149"	"Galvus 50mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Vildagliptin"	"50mg"	"Dipeptidyl Peptidase 4 Inhibitors (DPP 4 Inhibitors, Gliptins)"	"Vildagliptin"	"DPP-4is"
"56437"	"Gliclazide 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"60mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"41431"	"Onglyza 5mg tablets (AstraZeneca UK Ltd)"	"Oral tablet"	"Oral"	"Saxagliptin"	"5mg"	"Dipeptidyl Peptidase 4 Inhibitors (DPP 4 Inhibitors, Gliptins)"	"Saxagliptin"	"DPP-4is"
"1964"	"Diamicron 80mg tablets (Servier Laboratories Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"87541"	"Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Mediq Healthcare UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"74862"	"Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens (Mawdsley-Brooks & Company Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"6060"	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/30gauge (Owen Mumford Ltd)"	"Pen Needle"	NA	"Insulin"	"6mm/30gauge"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"29953"	"Apidra 100units/ml solution for injection 3ml OptiClik cartridges (Sanofi)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"43670"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Hypodermic Needle"	NA	"Insulin"	"4mm/32 gauge"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"76975"	"Humalog 100units/ml solution for injection 10ml vials (Sigma Pharmaceuticals Plc)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"55234"	"Tresiba FlexTouch 200units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"200unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"7744"	"Daonil 5mg tablets (Sanofi)"	"Oral tablet"	"Oral"	"Glibenclamide"	"5mg"	"Sulphonylureas"	"Glibenclamide"	"Sulfonylureas"
"6991"	"BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12.7mm needle 0.33mm/29gauge (Becton, Dickinson UK Ltd)"	"Insulin Syringe With 12Mm Needle(29G)"	NA	"Insulin"	"0.5ml"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"5649"	"Autopen hypodermic insulin injection pen reusable for 1.5ml cartridge 1 unit dial up / range 1-16 units (Owen Mumford Ltd)"	"Insulin Pen"	NA	"Insulin"	"1.5ml/1-16 units"	"Reusable Pens"	"Insulin"	"Insulin"
"27461"	"Insuman Basal 100units/ml suspension for injection 3ml cartridges (Sanofi)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"89358"	"Wegovy FlexTouch 1mg/0.75ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.34mg/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Semaglutide"	"GLP-1RAs"
"33101"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12.7mm/29gauge"	"Hypodermic Needle"	NA	"Insulin"	"12.7mm/29gauge"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"33966"	"Insulatard 100unit/ml Injection (Novo Nordisk Ltd)"	"Injection"	"Subcutaneous Injection"	"Insulin"	"100unit/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"9699"	"Pioglitazone 30mg tablets"	"Oral tablet"	"Oral"	"Pioglitazone"	"30mg"	"Thiazolidinedione (Glitazones)"	"Pioglitazone"	"Other"
"90048"	"Mounjaro KwikPen 2.5mg/0.6ml solution for injection 2.4ml pre-filled pens (Eli Lilly and Company Ltd)"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"4.167mg/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)/Dual GIP And GLP-1 Receptor Agonists"	"Tirzepatide"	"GLP-1RAs"
"58607"	"Metformin 500mg/5ml oral solution sugar free (Zentiva Pharma UK Ltd)"	"Oral solution"	"Oral"	"Metformin"	"100mg/1ml"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"5227"	"Rosiglitazone 8mg tablets"	"Oral tablet"	"Oral"	"Rosiglitazone"	"8mg"	"Thiazolidinedione (Glitazones)"	"Rosiglitazone"	"Other"
"1751"	"Hypodermic U100 insulin syringe glass reusable 1ml"	"Insulin Syringe"	NA	"Insulin"	"1ml"	"Unknown"	"Insulin"	"Insulin"
"8839"	"INSULIN SEMITARD 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"6965"	"Levemir Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"40233"	"Metformin 1g oral powder sachets sugar free"	"Powder for oral solution"	"Oral"	"Metformin"	"1gram"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"52634"	"Glucophage SR 500mg tablets (DE Pharmaceuticals)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"82846"	"Amglidia 0.6mg/ml oral suspension with 5ml oral syringe (Amring Pharmaceuticals Ltd)"	"Oral suspension"	"Oral"	"Glibenclamide"	"600microgram/1ml"	"Sulphonylureas"	"Glibenclamide"	"Sulfonylureas"
"82816"	"Lyumjev 100units/ml solution for injection 10ml vials (Eli Lilly and Company Ltd)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"6061"	"Novomix 30 30/70 100units/ml Injection (Novo Nordisk Ltd)"	"Injection"	"Subcutaneous Injection"	"Insulin"	"30/70 100units/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"78125"	"Gliclazide 30mg modified-release tablets (Sigma Pharmaceuticals Plc)"	"Modified-release tablet"	"Oral"	"Gliclazide"	"30mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"49307"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge (Ypsomed Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"92100"	"Apollo Pro-Shield Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge (Apollo Medical Technologies Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"62326"	"Vipidia 6.25mg tablets (Takeda UK Ltd)"	"Oral tablet"	"Oral"	"Alogliptin"	"6.25mg"	"Dipeptidyl Peptidase 4 Inhibitors (DPP 4 Inhibitors, Gliptins)"	"Alogliptin"	"DPP-4is"
"53118"	"NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Mawdsley-Brooks & Company Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"77978"	"Januvia 50mg tablets (Pharmaram Ltd)"	"Oral tablet"	"Oral"	"Sitagliptin"	"50mg"	"Dipeptidyl Peptidase 4 Inhibitors (DPP 4 Inhibitors, Gliptins)"	"Sitagliptin"	"DPP-4is"
