"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"Antidiabetic"
"10021941000033118"	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10042541000033117"	"Exenatide Prolonged release suspension for injection 2 mg device"	"Solution for injection"	"Intramuscular"	"Exenatide"	NA	NA	"Exenatide"
"10043341000033116"	"Vamju 30mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"30.000mg"	NA	"Gliclazide"
"10043441000033110"	"Vamju 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"60.000mg"	NA	"Gliclazide"
"10044541000033113"	"Insulin degludec 100units/ml / Liraglutide 3.6mg/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Liraglutide/Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml + 3.600mg/1.000ml"	"6010203"	"Liraglutide/Insulin"
"10044641000033114"	"Xultophy 100units/ml / 3.6mg/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Liraglutide/Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml + 3.600mg/1.000ml"	"6010203"	"Liraglutide/Insulin"
"10207841000033118"	"Dulaglutide 0.75mg/0.5ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"1.500mg/1.000ml"	"6010203"	"Dulaglutide"
"10207941000033114"	"Dulaglutide 1.5mg/0.5ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"3.000mg/1.000ml"	"6010203"	"Dulaglutide"
"10208041000033112"	"Trulicity 0.75mg/0.5ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"1.500mg/1.000ml"	"6010203"	"Dulaglutide"
"10208141000033111"	"Trulicity 1.5mg/0.5ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"3.000mg/1.000ml"	"6010203"	"Dulaglutide"
"10251341000033112"	"Glidipion 15mg tablets"	"Tablet"	"Oral"	"Pioglitazone"	"15.000mg"	NA	"Pioglitazone"
"10252741000033119"	"Humalog KwikPen 200units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"200.000unit/1.000ml + 200.000unit/1.000ml"	NA	"Insulin"
"10259341000033113"	"NovoPen 5 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10259441000033119"	"NovoPen 5 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10259541000033118"	"JuniorSTAR hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10259641000033117"	"JuniorSTAR hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10259741000033114"	"JuniorSTAR hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10259941000033112"	"Comfort Point Needles for insulin pens 5 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"
"10260741000033113"	"GlucoRx FinePoint Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10336941000033112"	"Diabiom 15mg tablets"	"Tablet"	"Oral"	"Pioglitazone"	"15.000mg"	NA	"Pioglitazone"
"10337041000033113"	"Diabiom 30mg tablets"	"Tablet"	"Oral"	"Pioglitazone"	"30.000mg"	NA	"Pioglitazone"
"10494241000033110"	"Insulin glargine 300units/ml solution for injection 1.5ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"300.000unit/1.000ml + 300.000unit/1.000ml"	NA	"Insulin"
"10494441000033111"	"Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"300.000unit/1.000ml + 300.000unit/1.000ml"	NA	"Insulin"
"10598841000033113"	"Glucient SR 750mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"750.000mg"	NA	"Metformin"
"10598941000033117"	"Glucient SR 1000mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"1.000gram"	NA	"Metformin"
"10600641000033118"	"Abasaglar 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"10600741000033110"	"Abasaglar KwikPen 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"10614141000033116"	"Empagliflozin 5mg / Metformin 850mg tablets"	"Tablet"	"Oral"	"Empagliflozin/Metformin"	"5.000mg + 850.000mg"	"6010203"	"Empagliflozin/Metformin"
"10614241000033111"	"Empagliflozin 5mg / Metformin 1g tablets"	"Tablet"	"Oral"	"Empagliflozin/Metformin"	"5.000mg + 1.000gram"	"6010203"	"Empagliflozin/Metformin"
"10614341000033118"	"Empagliflozin 12.5mg / Metformin 850mg tablets"	"Tablet"	"Oral"	"Empagliflozin/Metformin"	"12.500mg + 850.000mg"	"6010203"	"Empagliflozin/Metformin"
"10614441000033112"	"Empagliflozin 12.5mg / Metformin 1g tablets"	"Tablet"	"Oral"	"Empagliflozin/Metformin"	"12.500mg + 1.000gram"	"6010203"	"Empagliflozin/Metformin"
"10614541000033113"	"Synjardy 5mg/850mg tablets"	"Tablet"	"Oral"	"Empagliflozin/Metformin"	"5.000mg + 850.000mg"	"6010203"	"Empagliflozin/Metformin"
"10614641000033114"	"Synjardy 5mg/1000mg tablets"	"Tablet"	"Oral"	"Empagliflozin/Metformin"	"5.000mg + 1.000gram"	"6010203"	"Empagliflozin/Metformin"
"10614741000033117"	"Synjardy 12.5mg/850mg tablets"	"Tablet"	"Oral"	"Empagliflozin/Metformin"	"12.500mg + 850.000mg"	"6010203"	"Empagliflozin/Metformin"
"10614841000033110"	"Synjardy 12.5mg/1000mg tablets"	"Tablet"	"Oral"	"Empagliflozin/Metformin"	"12.500mg + 1.000gram"	"6010203"	"Empagliflozin/Metformin"
"10623141000033112"	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10623241000033117"	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10623341000033110"	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10623441000033116"	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10623541000033115"	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10639641000033119"	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10674141000033111"	"Insuman Infusat 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"10674341000033114"	"Insuman Infusat 100units/ml solution for injection 3.15ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"10701641000033116"	"Bilxona 30mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"30.000mg"	NA	"Gliclazide"
"10701741000033113"	"Bilxona 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"60.000mg"	NA	"Gliclazide"
"10951041000033114"	"Albiglutide 30mg powder and solvent for solution for injection pre-filled disposable devices"	"Powder and solvent for solution for injection"	"Subcutaneous"	"Albiglutide"	"30.000mg"	"6010203"	"Albiglutide"
"10951141000033113"	"Albiglutide 50mg powder and solvent for solution for injection pre-filled disposable devices"	"Powder and solvent for solution for injection"	"Subcutaneous"	"Albiglutide"	"50.000mg"	"6010203"	"Albiglutide"
"10982741000033111"	"HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10982841000033118"	"HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10982941000033114"	"HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10983041000033116"	"HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10983241000033112"	"HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11075341000033112"	"BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11075441000033118"	"BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11075541000033117"	"BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11078441000033114"	"Carepoint Needles for insulin pens 4 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"
"11078541000033110"	"Carepoint Needles for insulin pens 5 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"
"11078641000033111"	"Carepoint Needles for insulin pens 6 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"
"11078741000033119"	"Carepoint Needles for insulin pens 8 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"
"11078841000033112"	"Carepoint Needles for insulin pens 12 mm/29 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"
"11414341000033114"	"Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32.5gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11414441000033115"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32.5gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11536041000033117"	"Mylife Clickfine AutoProtect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11736441000033110"	"Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11736541000033111"	"Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11736641000033112"	"Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11736741000033115"	"Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11736841000033113"	"Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11736941000033117"	"Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11737041000033116"	"Neon Verifine Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11767441000033115"	"PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11767541000033119"	"PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11767641000033118"	"PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11767941000033113"	"PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11768141000033110"	"PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11781341000033117"	"Metformin 1g/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Metformin"	"200.000mg/1.000ml"	NA	"Metformin"
"11781441000033111"	"Metformin 850mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Metformin"	"170.000mg/1.000ml"	NA	"Metformin"
"11813541000033114"	"Microdot Verifine Safety Needles for insulin pens 5 mm/30 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"
"11814141000033119"	"Neon Verifine Safety hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11814341000033116"	"Neon Verifine Safety hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"11898041000033111"	"Saxagliptin 5mg / Dapagliflozin 10mg tablets"	"Tablet"	"Oral"	"Dapagliflozin/Saxagliptin"	"10.000mg + 5.000mg"	"6010203"	"Dapagliflozin/Saxagliptin"
"11898141000033110"	"Qtern 5mg/10mg tablets"	"Tablet"	"Oral"	"Dapagliflozin/Saxagliptin"	"10.000mg + 5.000mg"	"6010203"	"Dapagliflozin/Saxagliptin"
"11918941000033116"	"Zicron PR 30mg tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"30.000mg"	NA	"Gliclazide"
"11919041000033113"	"Saxenda 6mg/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Liraglutide"	"6.000mg/1.000ml"	NA	"Liraglutide"
"12146841000033115"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12186441000033111"	"Fiasp 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"6010101"	"Insulin"
"12186541000033112"	"Fiasp FlexTouch 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"6010101"	"Insulin"
"12186641000033113"	"Fiasp Penfill 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"6010101"	"Insulin"
"12326541000033110"	"Meijumet 500mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"500.000mg"	NA	"Metformin"
"12326641000033111"	"Meijumet 750mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"750.000mg"	NA	"Metformin"
"12326741000033119"	"Meijumet 1000mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"1.000gram"	NA	"Metformin"
"12333341000033110"	"AllStar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12333441000033116"	"AllStar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12380741000033111"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12380841000033118"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12380941000033114"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12388941000033112"	"GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12389141000033116"	"GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12389241000033111"	"GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12389341000033118"	"GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12389441000033112"	"GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12419841000033117"	"BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12436041000033110"	"AllStar Pro hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12436141000033114"	"AllStar Pro hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12447541000033115"	"GlucoRx CarePoint Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12478141000033112"	"GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12480041000033117"	"Dropsafe Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12480141000033118"	"Dropsafe Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12481641000033115"	"Humulin R KwikPen 500units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Intramuscular"	"Insulin"	"500.000unit/1.000ml + 500.000unit/1.000ml"	NA	"Insulin"
"12486241000033111"	"Humalog Junior KwikPen 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"12499641000033117"	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12518941000033113"	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12519341000033119"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12519841000033111"	"CareFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12519941000033115"	"CareFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12520041000033117"	"CareFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12520141000033118"	"CareFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12541241000033115"	"U100 Insulin Sterile, Single Use Syringes with 12mm needle 0.3 ml, 0.3 mm/30g"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12573641000033115"	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12573741000033112"	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12573841000033119"	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12573941000033110"	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12574041000033112"	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12574141000033111"	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12574241000033116"	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12593141000033115"	"Yaltormin SR 500mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"500.000mg"	NA	"Metformin"
"12593241000033110"	"Yaltormin SR 750mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"750.000mg"	NA	"Metformin"
"12593341000033117"	"Yaltormin SR 1000mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"1.000gram"	NA	"Metformin"
"12600741000033116"	"Insulin lispro Sanofi 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"12600841000033114"	"Insulin lispro Sanofi 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"12600941000033118"	"Insulin lispro Sanofi 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"12624241000033111"	"Insulin soluble porcine 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Intravenous/ Subcutaneous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"6010300"	"Insulin"
"12664441000033115"	"Metuxtan SR 500mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"500.000mg"	NA	"Metformin"
"12686641000033112"	"Semglee 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"12711741000033115"	"Microdot Max Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"12876141000033116"	"Semaglutide 1mg/0.74ml solution for injection 3ml pre-filled disposable device"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.340mg/1.000ml"	NA	"Semaglutide"
"12876241000033111"	"Semaglutide 0.25mg/0.19ml solution for injection 1.5ml pre-filled disposable device"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.340mg/1.000ml"	NA	"Semaglutide"
"12876341000033118"	"Semaglutide 0.5mg/0.37ml solution for injection 1.5ml pre-filled disposable device"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.340mg/1.000ml"	NA	"Semaglutide"
"12876441000033112"	"Ozempic 1mg/0.74ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.340mg/1.000ml"	NA	"Semaglutide"
"12876541000033113"	"Ozempic 0.25mg/0.19ml solution for injection 1.5ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.340mg/1.000ml"	NA	"Semaglutide"
"12876641000033114"	"Ozempic 0.5mg/0.37ml solution for injection 1.5ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.340mg/1.000ml"	NA	"Semaglutide"
"12880941000033111"	"Ertugliflozin 5mg tablets"	"Tablet"	"Oral"	"Ertugliflozin"	"5.000mg"	NA	"Ertugliflozin"
"12881041000033118"	"Ertugliflozin 15mg tablets"	"Tablet"	"Oral"	"Ertugliflozin"	"15.000mg"	NA	"Ertugliflozin"
"12881141000033119"	"Steglatro 5mg tablets"	"Tablet"	"Oral"	"Ertugliflozin"	"5.000mg"	NA	"Ertugliflozin"
"12881241000033114"	"Steglatro 15mg tablets"	"Tablet"	"Oral"	"Ertugliflozin"	"15.000mg"	NA	"Ertugliflozin"
"12902541000033110"	"Suliqua 100units/ml / 33micrograms/ml solution for injection 3ml pre-filled SoloStar pens"	"Solution for injection"	"Subcutaneous"	"Lixisenatide/Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml + 33.000microgram/1.000ml"	NA	"Lixisenatide/Insulin"
"12902641000033111"	"Suliqua 100units/ml / 50micrograms/ml solution for injection 3ml pre-filled SoloStar pens"	"Solution for injection"	"Subcutaneous"	"Lixisenatide/Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml + 50.000microgram/1.000ml"	NA	"Lixisenatide/Insulin"
"12902741000033119"	"Insulin glargine 100units/ml / Lixisenatide 33micrograms/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Lixisenatide/Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml + 33.000microgram/1.000ml"	NA	"Lixisenatide/Insulin"
